"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","4","1","1","8","6","0","4","0","0","",""
"区南部","0","0","0","0","0","0","0","0","0","",""
"区西南部","10","7","3","1","0","0","1","0","0","",""
"区西部","7","1","2","2","1","0","4","0","0","",""
"区西北部","3","0","0","1","1","0","1","0","0","",""
"区東北部","3","2","1","0","2","0","1","0","0","",""
"区東部","8","0","0","0","1","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","4","1","1","0","1","0","0","0","0","",""
"北多摩西部","11","1","0","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","50","13","8","13","12","0","18","0","0","",""
