"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","1","1","1","24","1","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","5","36","5","153","10","21","4","68","0","12","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","1","69","37","233","13","123","10","92","1","30","2","6","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","2","1","29","46","162","15","69","21","19","0","16","4","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","1","37","95","184","17","44","36","7","1","9","17","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","3","0","23","152","170","23","42","49","3","0","11","15","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","15","166","135","17","23","31","1","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","8","147","120","21","7","35","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","109","99","23","2","16","0","2","0","10","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","81","111","17","5","10","0","0","2","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","58","70","4","1","9","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","9","0","1","86","161","11","4","11","0","4","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","1","6","36","0","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","5","54","178","2","7","7","0","0","2","3","0","0","0","4","0","0","1","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","34","9","229","1043","1836","174","351","240","191","9","86","87","26","5","1","19","2","0","6","0","2","2","0","0","0","0","0","2","0"
