"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","9","1","0","1","3","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","23","2","3","2","28","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","25","1","0","3","19","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","9","0","1","2","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","10","0","0","3","27","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","27","0","0","9","14","2","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江東区","37","2","0","14","56","3","0","11","2","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","22","0","0","9","41","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","1","0","6","21","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","37","4","1","10","74","0","2","4","4","0","0","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","84","4","2","12","85","4","1","2","4","0","0","0","0","0","0","0","0","0","1","0","0","3","","","","","",""
"渋谷区","9","0","0","0","12","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"中野区","26","0","0","5","36","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","35","0","0","8","26","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","9","0","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","26","0","0","3","27","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","29","0","2","18","19","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","0","1","2","37","0","3","8","1","0","0","0","0","0","0","0","0","0","2","0","0","1","","","","","",""
"練馬区","47","0","2","19","44","4","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","38","2","0","7","74","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","54","2","0","6","36","3","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","46","0","1","33","57","1","0","3","4","1","0","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","88","12","1","35","63","7","0","5","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","76","0","0","24","41","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","19","0","1","3","23","4","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","67","1","0","11","23","2","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","73","0","0","13","49","4","0","4","5","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩府中","90","1","2","23","69","5","5","8","8","0","0","1","1","0","0","0","0","0","0","0","0","5","","","","","",""
"多摩小平","57","6","1","45","41","1","0","5","2","1","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1117","39","19","329","1068","52","12","90","56","2","1","25","4","1","0","4","0","0","4","0","1","12","","","","","",""
