"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","10","0"
"1〜4歳","0","0","0","0","0","0","7","24","0"
"5〜9歳","0","0","0","0","0","0","5","3","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","3","0","0","0","0","0","0","0"
"20〜24歳","37","7","6","16","4","1","0","0","0"
"25〜29歳","28","13","11","19","5","0","0","1","0"
"30〜34歳","26","13","6","9","5","0","1","1","0"
"35〜39歳","18","11","5","11","4","0","2","0","0"
"40〜44歳","7","7","5","3","4","1","0","1","0"
"45〜49歳","5","2","3","4","3","0","4","2","0"
"50〜54歳","4","2","0","3","0","0","3","1","0"
"55〜59歳","1","2","0","2","0","1","13","1","0"
"60〜64歳","0","1","0","0","0","0","6","2","0"
"65〜69歳","0","2","0","0","0","0","11","1","0"
"70歳以上","0","1","0","0","0","0","78","8","5"
"合計","133","64","36","67","25","3","139","55","5"
