"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","0","0","0","1","2","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","2","7","11","6","10","3","2","0","3","1","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","3","1","6","8","1","2","3","0","3","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","0","0","0","4","4","2","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","3","32","9","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","4","5","11","5","1","5","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","1","9","53","4","1","0","6","0","3","7","1","0","0","2","0","0","0","0","0","","","","","",""
"品川区","0","0","2","12","27","7","1","1","3","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","4","3","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","1","16","18","61","14","14","4","8","2","5","3","2","0","0","0","0","0","1","0","0","","","","","",""
"世田谷","2","0","4","28","59","25","7","9","7","0","0","5","5","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","1","10","3","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","6","28","1","11","0","0","0","3","1","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","2","20","34","10","3","3","3","0","0","2","0","0","0","4","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","6","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","2","17","4","3","0","2","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","5","10","12","3","2","3","3","2","5","0","1","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","3","23","2","2","4","3","0","2","0","5","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","0","0","3","23","35","20","1","9","5","1","3","6","0","0","0","1","0","0","0","0","0","","","","","",""
"足立","0","0","4","22","51","12","1","1","7","1","3","5","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","5","34","1","6","1","5","0","0","2","0","1","0","0","0","0","1","0","0","","","","","",""
"江戸川","0","1","6","24","52","9","2","7","4","0","2","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","0","5","50","76","9","0","3","4","0","0","4","3","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","0","1","26","53","3","3","2","6","0","1","5","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","6","18","2","1","10","3","0","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","0","0","2","13","23","10","6","4","6","0","1","10","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","1","5","19","38","23","0","3","5","0","0","2","0","1","0","1","0","0","0","0","0","","","","","",""
"多摩府中","0","0","12","25","69","12","9","13","8","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","0","0","20","32","71","23","8","9","7","0","2","5","3","0","0","2","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","4","100","379","921","231","100","103","109","6","42","68","23","2","2","13","0","0","4","1","0","","","","","",""
