"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","2","2","5","0","0","0","0","5","0","2","0","0","0","2","0","0","0","0","0","","","","","",""
"みなと","0","0","3","5","13","1","10","3","3","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","4","6","3","4","1","2","0","0","9","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","2","0","1","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","1","","","","","",""
"台東","0","0","1","4","11","0","4","1","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","0","1","0","4","2","1","0","0","6","0","0","2","0","0","0","0","3","0","0","2","","","","","",""
"江東区","0","0","0","3","20","2","10","1","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","3","2","11","2","4","0","4","0","0","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","2","0","2","4","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","8","4","24","3","13","3","3","0","0","36","1","4","0","0","0","2","0","0","0","0","0","","","","","",""
"世田谷","0","0","0","7","9","7","25","8","3","0","0","24","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","5","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","2","5","12","1","4","0","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","12","5","23","1","2","3","1","0","0","4","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","3","0","2","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","4","4","4","1","2","0","2","0","0","15","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","2","0","2","0","2","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","1","4","0","1","0","0","0","0","3","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","0","0","2","6","4","0","5","1","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","1","15","1","4","1","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","3","6","1","12","2","3","0","0","16","0","4","0","0","0","0","0","0","1","1","0","","","","","",""
"江戸川","0","0","3","9","14","2","9","0","4","0","0","56","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","0","0","0","25","18","11","14","1","5","0","0","26","0","3","7","1","0","0","0","0","0","0","0","","","","","",""
"町田市","3","1","1","6","12","1","10","9","4","0","0","48","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","9","1","2","4","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","2","8","1","6","1","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","3","12","4","2","0","0","0","0","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","2","15","5","26","0","10","0","0","10","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","2","3","22","3","13","0","2","0","0","35","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","3","48","109","289","55","202","42","52","0","0","442","3","37","12","1","0","9","0","3","1","1","3","","","","","",""
