"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","2","4","19","33","40","0","1","2","0","0","0","2","4","0","0","0","4","0","0","0","0","7","","","","","",""
"区南部","2","0","9","20","38","15","0","3","9","0","0","0","0","4","2","0","0","0","0","0","0","0","2","","","","","",""
"区西南部","5","0","2","8","29","19","2","11","6","0","0","0","1","3","1","0","0","1","0","0","0","0","1","","","","","",""
"区西部","3","0","8","20","45","12","0","1","7","0","0","1","5","1","0","0","0","1","0","0","1","0","1","","","","","",""
"区西北部","8","0","6","14","31","16","3","0","2","0","1","11","5","1","1","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","2","0","8","8","32","11","5","4","3","0","0","0","6","1","1","0","0","4","0","0","0","0","0","","","","","",""
"区東部","2","0","22","15","53","15","1","1","10","0","1","1","1","5","0","0","0","1","0","0","0","0","1","","","","","",""
"西多摩","1","0","1","0","11","11","0","3","4","0","0","0","0","1","1","0","0","2","0","0","0","0","0","","","","","",""
"南多摩","5","0","4","37","60","49","3","3","6","0","0","1","0","4","7","2","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","0","0","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","3","1","1","3","13","12","1","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","9","1","4","15","22","8","1","2","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","45","4","69","159","378","210","16","31","57","0","2","14","20","25","13","3","0","16","0","0","1","0","12","","","","","",""
