"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","4","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","1","0","0","1","8","4","2","3","1","0","0","0","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","0","0","5","27","2","43","3","9","0","27","1","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","3","2","7","11","11","5","3","6","0","12","0","3","0","0","2","0","0","2","0","0","11","7","1","2","2","0"
"文京","0","0","1","4","2","0","0","4","0","0","1","0","2","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"台東","0","0","2","4","32","13","2","6","4","0","7","2","1","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","0","2","11","16","3","8","6","3","0","4","1","4","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","0","0","2","17","75","8","24","5","11","0","8","4","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","0","5","21","26","7","9","7","8","0","12","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","2","14","9","9","2","1","0","3","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","5","20","39","104","23","92","34","10","3","31","4","4","0","0","1","0","1","1","0","0","21","13","2","1","1","0"
"世田谷","1","1","4","37","53","21","42","15","9","0","27","5","7","1","0","0","0","0","0","0","0","25","16","2","1","2","0"
"渋谷区","0","0","4","4","6","3","34","1","1","0","1","0","0","0","0","2","0","0","0","0","0","6","4","1","1","1","0"
"中野区","0","0","0","11","24","11","31","0","1","0","6","4","1","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","0","0","0","38","46","12","12","5","8","0","3","2","2","0","0","1","0","0","0","0","0","16","10","1","1","1","0"
"池袋","0","0","3","4","9","1","0","0","3","1","2","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","1","5","21","7","12","5","5","0","9","5","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","3","18","13","17","6","3","3","8","0","12","4","3","4","0","2","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","0","2","4","36","5","18","18","8","0","24","5","2","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","3","0","13","40","58","14","30","12","17","0","17","7","2","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","0","4","28","79","24","5","7","14","0","53","5","0","0","0","2","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","0","1","6","40","3","15","1","10","0","10","0","6","0","0","0","0","0","11","0","0","13","8","1","1","1","0"
"江戸川","0","0","13","25","55","19","4","13","9","0","34","3","9","0","0","1","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","2","2","10","34","108","17","48","7","14","2","8","7","1","1","0","1","0","0","0","0","0","18","11","2","1","1","0"
"町田市","2","1","0","47","60","31","15","13","7","0","11","2","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","19","7","34","9","8","15","4","0","2","0","0","0","0","0","1","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","1","7","21","43","31","42","13","9","0","28","12","9","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","0","12","28","69","35","43","14","11","0","7","3","6","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","0","2","21","52","74","24","62","28","20","0","15","10","8","2","0","1","0","0","0","0","0","30","20","2","3","3","0"
"多摩小平","0","0","31","48","97","26","45","15","21","1","14","9","8","1","0","3","0","0","4","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9","19","197","563","1248","384","663","260","232","7","389","98","79","9","0","17","1","1","18","0","0","413","261","37","24","25","0"
