"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","1","2","0","4","0","0","5","9","0","",""
"区南部","0","3","0","1","0","0","0","0","0","",""
"区西南部","10","2","1","0","0","0","18","10","0","",""
"区西部","22","4","6","7","1","2","32","8","5","",""
"区西北部","32","7","10","15","0","0","13","1","0","",""
"区東北部","7","0","0","5","0","0","5","0","3","",""
"区東部","24","9","7","27","0","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","8","0","3","",""
"北多摩西部","5","0","1","11","0","0","0","0","0","",""
"北多摩南部","8","2","3","8","0","1","0","1","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","109","29","28","78","1","4","83","29","11","",""
