"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","","","","","",""
"中央区","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","4","6","4","38","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","14","2","0","1","23","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"文京","8","0","1","2","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","0","5","23","1","4","2","0","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","3","0","7","24","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","0","1","5","67","5","3","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"品川区","6","3","0","6","52","0","0","0","3","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","5","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","8","3","3","4","84","5","0","5","2","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"世田谷","9","0","0","5","60","7","0","0","1","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","1","25","1","0","1","1","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","0","0","3","33","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","3","0","2","51","1","0","0","1","1","0","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","7","0","0","2","17","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","0","0","5","43","2","0","0","4","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","12","0","0","2","34","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","1","0","1","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","22","0","2","2","31","1","2","4","1","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","3","0","1","2","41","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","28","0","0","0","22","6","0","0","2","0","0","2","1","0","0","0","0","0","1","0","","","","","",""
"江戸川","10","1","4","28","57","4","1","0","0","0","1","2","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","3","2","3","19","85","7","0","0","4","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"町田市","12","1","0","20","117","4","6","3","4","0","1","6","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","3","1","2","13","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","3","0","6","30","3","0","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","6","0","0","6","15","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","8","2","1","6","43","3","0","0","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","20","8","2","9","59","1","1","0","2","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","221","42","26","157","1134","75","21","16","43","3","7","47","6","1","0","1","0","0","4","0","","","","","",""
