"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","1","0","10","3","0","0","2","1","0","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","1","0","55","6","3","1","14","0","1","0","0","0","0","0","0","0","0","0"
"1歳","0","1","2","3","94","16","10","1","20","0","6","5","2","0","0","0","0","0","1","0"
"2歳","0","0","0","4","69","18","7","2","1","1","3","4","0","0","0","0","0","0","1","0"
"3歳","1","0","4","15","64","17","4","4","0","0","3","4","0","1","0","0","0","0","1","0"
"4歳","0","0","1","14","54","19","1","3","0","0","0","9","0","0","0","0","0","0","1","0"
"5歳","0","0","0","21","48","12","2","8","0","0","0","5","0","0","0","0","0","0","0","0"
"6歳","2","0","0","19","44","8","1","5","0","0","3","10","0","0","0","0","0","0","0","0"
"7歳","0","0","0","15","47","4","2","9","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","0","0","2","8","21","0","1","5","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","0","0","0","9","16","1","0","1","0","2","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","1","15","36","3","0","5","0","0","0","4","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","1","3","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","1","11","87","3","1","0","0","0","1","1","0","0","0","1","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","11","3","14","137","654","110","32","44","37","4","17","49","3","1","0","9","0","0","4","0"
