"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","3","0"
"1〜4歳","0","0","0","0","0","0","15","6","0"
"5〜9歳","0","0","0","0","0","0","5","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","1","2","2","3","0","1","0","0"
"20〜24歳","32","7","9","13","5","3","0","1","0"
"25〜29歳","35","12","16","21","3","2","0","0","0"
"30〜34歳","46","13","11","14","2","3","0","0","0"
"35〜39歳","27","15","8","12","0","2","3","1","0"
"40〜44歳","20","14","11","16","2","4","3","0","0"
"45〜49歳","11","17","7","6","0","3","2","0","0"
"50〜54歳","8","4","2","2","1","1","1","0","0"
"55〜59歳","3","6","2","2","1","0","3","1","0"
"60〜64歳","0","1","0","0","0","0","3","0","0"
"65〜69歳","0","2","1","1","0","0","1","0","0"
"70歳以上","0","5","1","0","0","0","25","7","1"
"合計","189","97","70","89","17","18","83","19","1"
