"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","5","0"
"1〜4歳","0","0","0","0","0","0","2","15","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","3","0","0","6","0","0","1","0","0"
"20〜24歳","17","3","6","13","0","1","1","0","1"
"25〜29歳","19","5","4","15","0","1","1","0","0"
"30〜34歳","21","4","2","15","0","1","1","1","0"
"35〜39歳","17","5","5","16","0","1","1","0","1"
"40〜44歳","8","4","4","4","0","1","2","1","0"
"45〜49歳","6","5","2","2","0","1","3","1","0"
"50〜54歳","2","1","2","1","0","0","9","0","2"
"55〜59歳","3","2","0","2","0","0","3","0","1"
"60〜64歳","1","0","0","1","0","0","6","0","0"
"65〜69歳","1","4","0","1","0","0","9","1","0"
"70歳以上","1","0","0","0","0","1","71","3","1"
"合計","99","33","25","76","0","7","117","27","6"
