"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","5","2","1","3","0","3","0","0","1","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","0","1","13","0","3","0","5","0","11","2","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","1","7","6","27","0","4","1","4","0","49","1","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","7","4","25","13","2","3","0","3","0","17","0","0","3","0","1","0","0","4","0","0","12","8","2","2","2","0"
"文京","0","1","0","3","6","5","8","2","3","0","8","1","0","0","0","2","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","0","0","2","22","3","21","0","5","0","16","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","3","1","12","14","2","2","0","5","0","17","0","0","0","0","0","1","0","0","0","0","8","5","1","1","1","0"
"江東区","0","4","11","14","148","5","13","4","10","0","67","4","4","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","2","0","12","9","42","3","1","4","6","0","21","2","0","0","0","3","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","1","24","1","6","0","3","0","3","0","0","0","0","5","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","4","40","44","124","18","3","1","15","1","54","11","7","0","0","2","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","0","0","6","55","103","15","42","23","11","0","39","4","2","0","0","0","0","1","0","0","0","25","16","2","2","2","0"
"渋谷区","0","0","1","1","19","0","1","0","0","0","15","0","0","0","0","4","0","0","1","0","0","7","4","1","1","1","0"
"中野区","0","0","0","23","41","5","2","3","4","0","34","0","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","1","1","2","10","52","6","0","0","6","0","14","2","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","0","0","0","3","12","0","1","0","0","2","5","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","1","4","23","15","7","1","7","0","28","3","0","0","0","1","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","1","24","10","42","3","10","0","6","0","65","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","0","2","5","38","7","2","0","5","2","26","1","1","0","0","0","0","0","2","0","0","16","10","2","1","1","0"
"練馬区","0","1","3","34","70","11","3","2","11","3","121","1","1","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","0","0","12","39","107","8","2","0","14","0","60","6","0","0","0","3","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","0","2","15","64","12","11","2","8","0","36","1","4","0","0","0","0","0","6","0","0","13","8","1","1","1","0"
"江戸川","0","0","20","35","101","7","10","1","10","1","80","2","1","1","0","1","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","1","11","42","146","8","5","3","6","0","51","23","2","0","0","1","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","1","1","55","94","18","30","9","13","0","97","3","6","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","1","2","12","42","4","4","0","4","0","16","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","0","4","21","66","18","5","0","11","0","38","5","0","0","0","1","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","1","4","45","61","4","13","2","14","0","50","9","1","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","0","0","3","51","144","14","7","7","19","0","48","5","7","0","0","3","0","0","0","0","0","32","20","3","3","3","0"
"多摩小平","0","6","16","54","92","18","10","0","19","1","83","18","1","1","0","2","0","0","5","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4","33","189","633","1751","219","231","66","230","10","1172","105","37","6","0","30","1","1","18","0","0","418","263","39","25","25","0"
