"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","6","6","15","1","30","2","3","0","0","36","0","1","0","0","0","3","0","0","2","0","0","1","","","","","",""
"区南部","0","0","3","2","13","5","23","2","5","0","0","49","1","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区西南部","0","0","7","3","18","2","31","1","3","0","0","29","0","2","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","2","3","24","2","35","0","2","0","0","46","0","4","1","0","0","1","0","0","0","1","1","1","","","","","",""
"区西北部","0","0","2","5","9","9","35","3","3","0","2","19","0","1","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","6","6","4","53","0","3","0","0","35","0","1","0","0","0","4","0","0","0","0","0","0","","","","","",""
"区東部","0","0","14","6","8","1","86","0","5","0","0","31","0","3","2","0","0","2","0","0","1","0","0","2","","","","","",""
"西多摩","0","0","1","0","5","5","29","2","3","0","0","34","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","0","20","2","14","2","4","0","3","40","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","4","1","1","3","0","0","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","3","2","3","5","21","4","2","0","0","18","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","1","15","1","18","2","3","0","0","51","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"合計","0","0","43","38","137","38","378","18","37","0","5","393","2","17","14","0","0","14","0","0","3","2","1","5","","","","","",""
