"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","6","1","4","8","1","0","2","0","0","2","2"
"中央区","6","2","2","0","0","0","0","0","0","3","0"
"みなと","20","3","7","5","0","0","5","0","0","2","1"
"新宿区","54","25","95","31","0","0","15","2","0","6","2"
"文京","4","1","1","5","0","0","4","0","0","1","1"
"台東","13","2","6","15","0","0","0","0","0","2","0"
"墨田区","3","0","2","1","1","0","4","0","0","2","1"
"江東区","11","4","4","3","0","0","0","0","0","2","0"
"品川区","2","7","1","6","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","1","0","1","1","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","2","0","0","2"
"渋谷区","25","9","9","17","0","0","0","0","0","5","1"
"中野区","7","0","0","8","3","0","0","0","0","2","0"
"杉並","11","2","3","3","0","0","3","0","0","2","2"
"池袋","27","15","6","11","1","0","0","1","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","7","1","0","1","0","0","1","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","1","0","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","4","1","0","0","1"
"江戸川","12","2","4","0","1","0","0","0","0","2","0"
"八王子市","6","0","1","0","0","0","5","0","0","4","1"
"町田市","7","3","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","12","0","0","1","0","0","1","0","0","2","1"
"多摩府中","0","0","0","1","0","0","28","0","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","240","78","146","118","7","0","78","6","0","54","25"
