"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","78","7","2","8","101","11","2","0","6","0","0","1","0","0","1","1","0","1","1","0","0","0","0","","","","","",""
"区南部","92","8","4","8","194","19","1","6","6","1","0","1","0","3","1","1","0","1","0","0","0","0","1","","","","","",""
"区西南部","83","2","2","10","117","5","1","1","2","0","0","0","0","2","0","0","1","2","0","1","0","0","0","","","","","",""
"区西部","102","9","5","7","195","11","1","1","2","0","0","0","0","1","1","0","0","2","0","0","1","0","0","","","","","",""
"区西北部","157","4","1","14","143","8","1","1","4","0","0","0","0","2","1","0","0","0","0","0","1","0","1","","","","","",""
"区東北部","68","2","1","6","116","18","4","0","3","0","0","0","0","1","2","0","0","1","0","0","3","2","0","","","","","",""
"区東部","152","11","2","11","214","2","3","1","6","0","0","1","0","1","2","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","1","0","2","45","4","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","132","4","2","36","209","37","1","5","9","0","0","4","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","34","0","0","3","56","4","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","47","1","0","5","46","11","3","4","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","56","9","2","11","106","12","2","2","3","0","0","2","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","3","4","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"合計","1014","58","21","124","1546","142","20","21","47","3","0","9","0","13","12","4","1","8","1","1","6","2","2","","","","","",""
