"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","201","9","2","12","81","12","2","5","11","0","0","2","0","0","0","0","0","0","2","0","1","","","","","",""
"区南部","157","1","7","21","162","8","0","1","5","0","0","4","4","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","190","1","3","33","151","9","1","1","5","0","0","0","0","0","0","1","0","0","2","0","1","","","","","",""
"区西部","188","3","0","13","169","6","0","0","5","0","0","2","1","1","0","0","1","0","0","0","1","","","","","",""
"区西北部","357","2","1","31","143","16","5","0","7","0","0","4","0","0","0","1","0","0","0","0","3","","","","","",""
"区東北部","350","1","4","36","231","7","1","3","3","1","0","1","0","0","0","1","0","0","2","0","2","","","","","",""
"区東部","361","13","4","35","209","34","0","9","11","0","0","1","4","1","0","1","0","1","1","0","1","","","","","",""
"西多摩","77","1","0","3","42","14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","454","7","0","51","264","41","0","6","8","0","1","4","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","235","3","1","12","49","6","1","2","5","0","0","0","1","1","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","196","1","0","31","109","28","0","5","11","0","1","1","0","0","0","2","0","0","2","0","2","","","","","",""
"北多摩北部","332","1","6","25","102","13","0","0","7","0","0","2","0","1","0","4","0","0","1","0","2","","","","","",""
"島しょ","26","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3124","43","28","303","1712","194","10","35","78","1","2","22","11","4","0","10","1","1","10","0","14","","","","","",""
