"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","5","1"
"1〜4歳","0","0","0","0","0","0","3","21","0"
"5〜9歳","0","0","0","0","0","0","4","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","14","1","3","10","2","0","2","0","0"
"20〜24歳","45","12","12","18","3","1","2","1","1"
"25〜29歳","43","14","5","19","8","1","1","0","0"
"30〜34歳","43","11","2","19","6","1","2","1","0"
"35〜39歳","25","7","5","17","4","1","2","0","1"
"40〜44歳","11","10","4","7","1","1","3","2","0"
"45〜49歳","7","7","2","2","4","1","3","2","0"
"50〜54歳","2","1","2","4","1","0","10","0","2"
"55〜59歳","4","3","0","3","2","0","3","0","1"
"60〜64歳","1","3","0","1","1","0","9","1","0"
"65〜69歳","1","4","0","1","0","0","16","4","0"
"70歳以上","1","0","0","1","0","1","89","4","1"
"合計","197","73","35","102","32","7","159","42","7"
