"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","15","1301","31","0","0","22","0","5","0","2","4","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"〜1歳","0","27","*","62","3","4","112","0","20","3","18","34","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","6","51","8125","167","17","10","228","2","65","6","38","120","0","12","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","2","34","*","62","14","16","137","2","24","9","17","90","0","5","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"3歳","7","22","*","28","5","48","86","7","10","15","7","37","0","3","3","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2"
"4歳","16","22","*","6","8","53","114","3","8","12","3","28","1","0","0","0","1","0","0","1","0","0","1","2","0","0","1","0","0","0","1","0","0","2"
"5歳","13","21","3836","1","6","63","89","5","9","13","0","21","1","2","0","0","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"6歳","5","24","*","0","6","68","64","8","5","12","1","15","3","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","16","*","1","5","47","68","5","3","1","0","8","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","4","32","*","0","1","35","56","7","1","2","0","6","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","6","18","*","0","1","35","49","6","2","2","0","2","1","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","41","171","1302","0","3","47","125","11","2","1","0","3","2","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"15〜19歳","14","115","550","0","1","2","31","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","11","161","738","1","1","13","99","1","2","0","0","2","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","161","854","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"40〜49歳","8","199","868","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","236","733","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"60〜69歳","2","139","508","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","8","0","0","0","0","0","0","0","1","0","7"
"70〜79歳","4","120","413","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","12","0","0","0","0","0","0","0","1","0","11"
"80歳以上","0","80","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","1","2","30"
"合計","161","1664","19468","359","71","441","1280","60","156","76","86","370","13","33","5","0","43","0","0","16","2","0","2","72","0","0","1","0","0","1","1","5","2","66"
