"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","15","6","0"
"1〜4歳","0","0","0","0","0","0","11","12","0"
"5〜9歳","0","0","0","0","0","0","3","3","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","13","5","2","1","0","0","1","0","0"
"20〜24歳","53","10","16","12","2","0","2","0","0"
"25〜29歳","68","18","20","16","5","2","1","0","0"
"30〜34歳","37","14","14","16","4","3","1","0","0"
"35〜39歳","29","9","11","12","3","2","2","1","0"
"40〜44歳","15","7","6","9","0","1","2","0","1"
"45〜49歳","13","4","4","4","0","4","2","1","0"
"50〜54歳","4","5","1","2","0","0","7","1","0"
"55〜59歳","4","3","0","2","0","2","9","1","0"
"60〜64歳","1","1","0","0","0","0","5","0","2"
"65〜69歳","0","2","1","0","0","0","9","0","0"
"70歳以上","0","2","1","0","0","0","71","4","1"
"合計","237","80","76","74","14","14","142","29","4"
