"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","1","2","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","17","6","0","2","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","10","0","0","0","38","18","4","1","6","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"2歳","17","0","0","1","34","18","1","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"3歳","19","0","1","1","23","6","0","1","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0"
"4歳","23","0","0","2","37","9","3","6","0","0","0","0","1","10","1","0","0","0","0","0","0","0","0","0"
"5歳","22","0","1","8","23","8","0","5","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"6歳","23","0","1","2","39","5","0","3","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"7歳","19","0","0","5","20","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","24","0","0","4","18","4","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"9歳","3","0","0","3","16","1","0","2","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","18","0","0","0","23","1","0","3","0","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","0","0","1","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","37","0","0","2","75","1","0","2","0","0","0","0","0","7","1","0","0","1","0","0","0","0","0","0"
"30〜39歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","312","0","3","29","374","83","8","26","24","1","1","1","6","62","3","0","0","4","0","0","0","0","0","0"
