"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","35","0","662","6","1","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0"
"〜1歳","61","3","*","9","4","0","36","0","0","0","5","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"1歳","278","2","4187","10","6","9","78","2","2","0","18","1","0","0","3","0","0","0","0","1","0","0","5","0","1","0","2","0","0","3","2","0","0","0"
"2歳","327","0","*","4","5","17","69","1","0","1","5","0","1","0","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0"
"3歳","336","2","*","2","2","25","59","1","0","1","3","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","391","2","*","0","1","34","49","3","1","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","514","3","4371","0","3","36","55","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0","0","6","0","0","0","0"
"6歳","478","0","*","0","1","27","57","1","1","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","469","1","*","1","1","32","43","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"8歳","391","4","*","1","1","31","32","8","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","386","1","*","0","0","33","25","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"10〜14歳","1484","7","2841","0","0","54","101","27","0","1","0","0","3","0","0","0","0","0","0","3","0","0","6","0","0","0","0","0","0","6","0","0","0","0"
"15〜19歳","629","8","1039","0","1","2","12","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"20〜29歳","558","12","971","0","0","2","49","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"30〜39歳","314","8","737","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","336","9","765","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","288","12","701","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"60〜69歳","145","12","436","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","1","1","0","1","0","0","2","1","0","0","1"
"70〜79歳","82","7","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","0","0","2","0","0","4","2","0","0","9"
"80歳以上","36","9","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","10","0","1","0","1","0","15","1","0","0","10"
"合計","7538","102","17172","33","26","302","678","52","5","9","33","4","9","1","6","0","11","0","0","11","0","0","68","24","2","1","7","1","0","58","8","0","0","24"
