"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","0","0","0","2","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","0","0","0","20","2","0","0","14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","29","0","0","0","51","15","3","2","4","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0"
"2歳","25","0","0","1","20","13","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"3歳","51","0","1","3","43","8","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"4歳","45","0","1","8","49","6","1","2","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"5歳","38","0","0","7","46","6","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"6歳","32","0","1","4","38","8","0","6","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","35","0","0","2","30","2","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","33","0","0","6","20","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","28","0","0","3","13","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","88","0","0","1","30","1","1","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","20","0","0","0","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","41","0","0","6","87","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"40〜49歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","596","0","3","41","460","67","7","17","21","0","2","3","1","36","4","0","0","9","0","0","0","0","0","1"
