"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","22","10","3","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","6","","","","","",""
"中央区","21","4","1","0","1","8","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","30","7","0","0","2","16","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","2","3","","","","","",""
"新宿区","30","10","0","0","3","19","1","1","1","2","0","0","0","0","0","0","0","0","1","0","0","0","2","","","","","",""
"文京","47","8","1","0","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"台東","36","6","0","0","7","22","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","51","12","0","0","3","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","4","3","","","","","",""
"江東区","112","15","1","0","7","54","3","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","26","6","6","0","6","29","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","23","7","4","0","1","7","1","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","92","20","4","3","9","73","2","3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","114","19","4","2","13","39","0","0","12","0","0","1","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"渋谷区","19","5","0","0","3","8","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","3","2","","","","","",""
"中野区","47","8","0","0","14","28","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","74","17","1","0","5","24","1","0","7","1","0","0","0","0","0","0","0","0","2","0","0","5","3","","","","","",""
"池袋","50","12","0","1","10","10","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","86","21","1","0","9","20","0","1","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","39","10","4","0","5","16","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","68","25","0","0","8","35","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"練馬区","129","35","2","0","29","33","2","0","30","2","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"足立","100","35","2","6","11","54","2","0","7","7","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","49","21","0","0","3","18","1","0","12","0","0","1","0","0","0","0","0","0","4","0","0","1","6","","","","","",""
"江戸川","121","25","1","1","11","43","1","0","22","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","135","28","1","0","9","43","2","1","16","3","0","0","0","0","0","1","0","0","0","0","0","2","19","","","","","",""
"町田市","60","21","0","0","1","23","1","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","54","29","0","0","1","13","0","0","3","3","0","0","0","0","0","0","0","0","1","0","0","1","2","","","","","",""
"南多摩","70","34","2","0","5","25","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","76","22","2","1","19","19","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"多摩府中","202","53","3","1","22","103","4","1","24","4","0","2","0","0","0","0","0","0","0","0","0","6","3","","","","","",""
"多摩小平","128","38","5","1","35","56","3","0","30","3","0","0","0","0","0","0","0","0","2","0","0","14","16","","","","","",""
"島しょ","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"合計","2131","564","48","16","253","849","32","8","305","33","2","4","1","0","0","6","0","0","10","0","0","44","76","","","","","",""
