"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","7","2","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","24","5","0","1","20","6","2","0","13","0","0","1","0","0","0","0","0","0","0","0"
"1歳","43","9","0","3","56","18","4","0","24","0","3","1","0","0","0","0","0","0","1","0"
"2歳","76","4","1","4","48","11","3","0","2","0","0","4","1","0","0","0","0","0","0","0"
"3歳","93","0","0","7","41","17","5","0","1","0","0","10","0","0","0","0","0","0","0","0"
"4歳","127","1","0","15","42","12","3","3","0","0","0","3","0","0","0","0","0","0","0","0"
"5歳","159","0","0","9","32","9","1","2","0","0","0","8","0","0","0","0","0","0","0","0"
"6歳","140","0","0","11","27","10","0","2","0","0","1","3","0","0","0","0","0","0","1","0"
"7歳","137","0","0","19","10","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","122","0","0","7","14","2","0","0","0","0","1","7","0","0","0","0","0","0","0","0"
"9歳","91","0","0","5","10","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","334","0","1","7","56","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0"
"15〜19歳","111","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","177","0","0","4","81","0","1","0","0","3","0","4","0","0","0","0","0","0","0","0"
"30〜39歳","201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2007","21","2","94","451","90","19","9","43","3","5","46","2","0","0","2","0","0","2","0"
