"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","9","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","3","7","0","0","2","5","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","8","2","0","2","10","1","2","0","2","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","11","2","1","4","16","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","3","11","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","1","2","0","3","24","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","10","3","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","2","10","2","0","10","25","0","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","6","0","0","5","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","8","1","1","2","11","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","7","24","2","4","12","48","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","15","30","3","3","8","69","0","0","0","4","0","2","1","0","0","2","0","0","0","0","0","0","","","","","",""
"渋谷区","1","4","0","0","0","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","8","10","4","0","7","20","1","0","0","1","6","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","16","5","1","0","8","39","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","11","0","3","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","25","2","0","4","17","1","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","7","5","0","1","22","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","8","23","1","2","1","37","1","1","0","2","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","19","22","3","5","11","45","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","4","30","4","7","8","37","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","13","0","0","5","27","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","5","25","9","6","8","41","0","1","0","2","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","14","30","1","3","7","80","2","2","1","2","3","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"町田市","3","9","0","2","10","38","4","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","21","0","3","2","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","15","0","5","5","17","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","28","0","1","14","33","0","1","0","3","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","31","38","2","6","18","51","2","0","0","2","1","1","2","1","0","1","0","0","0","0","0","1","","","","","",""
"多摩小平","18","27","4","10","18","94","11","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","217","479","53","64","178","846","30","18","4","59","33","6","8","2","1","5","0","0","0","0","0","1","","","","","",""
