"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","11","0","0","0","6","5","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"〜1歳","63","0","0","0","49","4","0","4","29","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"1歳","209","0","1","0","113","31","1","2","19","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0"
"2歳","236","0","0","3","106","31","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","2","0","0"
"3歳","254","0","3","9","73","23","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","342","0","1","8","99","17","2","7","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0"
"5歳","269","0","1","14","70","13","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"6歳","256","0","0","11","57","7","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","283","0","1","12","58","4","0","4","0","0","1","0","2","2","0","0","0","0","0","0","0","2","0","0"
"8歳","271","0","0","9","55","5","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","248","0","0","1","45","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","872","0","0","13","94","3","0","5","0","0","0","0","1","3","0","0","0","1","0","0","0","2","0","0"
"15〜19歳","339","0","0","2","44","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","293","0","0","6","188","3","0","0","0","0","0","1","0","2","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2"
"40〜49歳","231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1"
"60〜69歳","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4692","0","7","88","1057","150","6","33","52","0","1","5","6","21","7","0","0","15","0","0","0","7","0","4"
