"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","12","0","3","3","0","0","0","0","0"
"20〜24歳","56","10","24","17","2","0","1","0","0"
"25〜29歳","43","8","25","22","1","0","1","0","0"
"30〜34歳","30","15","14","18","0","0","0","0","0"
"35〜39歳","28","4","19","11","0","0","1","0","0"
"40〜44歳","22","4","9","11","0","0","1","0","0"
"45〜49歳","5","6","10","7","2","0","1","0","0"
"50〜54歳","7","4","7","5","0","0","2","0","0"
"55〜59歳","3","1","3","2","1","0","2","0","0"
"60〜64歳","4","3","5","0","0","0","3","0","0"
"65〜69歳","0","1","0","0","0","0","2","0","0"
"70歳以上","0","2","1","0","0","0","51","3","1"
"合計","210","58","120","96","6","0","67","3","1"
