"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","1"
"1〜4歳","0","0","0","0","0","0","8","6","2"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","16","3","3","4","1","0","0","0","0"
"20〜24歳","45","9","12","4","5","0","1","0","0"
"25〜29歳","33","12","12","7","6","0","1","0","0"
"30〜34歳","24","7","5","3","5","1","1","0","0"
"35〜39歳","15","3","6","1","2","2","0","0","0"
"40〜44歳","6","4","2","1","0","0","4","1","0"
"45〜49歳","2","3","1","1","1","0","3","0","0"
"50〜54歳","0","1","1","1","1","0","4","0","0"
"55〜59歳","0","0","0","0","1","0","2","0","0"
"60〜64歳","0","1","0","0","0","0","2","1","0"
"65〜69歳","0","0","0","0","0","1","7","1","1"
"70歳以上","0","3","0","0","0","0","30","3","0"
"合計","141","46","42","22","22","4","68","16","4"
