"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","8","25","3","1","14","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","21","49","16","2","138","0","2","1","22","23","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","9","27","110","51","10","261","2","39","1","59","77","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","16","20","45","26","28","210","4","12","0","10","67","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","27","16","30","18","44","218","1","13","0","1","54","4","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","37","14","19","16","65","220","4","14","1","1","61","2","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","56","11","8","4","49","200","4","6","0","0","33","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","89","12","1","5","80","162","5","0","1","2","7","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","78","28","2","3","49","127","5","4","1","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","80","29","1","1","19","103","2","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","63","27","2","0","21","55","4","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","142","172","0","1","40","122","10","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","56","139","0","0","5","20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","24","242","1","3","28","105","4","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","22","187","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","58","202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","15","235","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","119","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","76","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","785","1649","293","147","441","1955","46","95","7","97","336","24","15","4","4","11","0","1","1","0","0","2","0","0","0","0","0","2","0"
