"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","28","1","6","37","58","11","8","1","7","0","1","1","0","0","0","2","0","0","0","0","0","","","","","",""
"区南部","12","0","11","59","112","10","3","6","5","0","1","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","4","0","9","40","112","10","1","1","4","0","1","1","0","0","0","1","0","0","1","0","0","","","","","",""
"区西部","6","1","3","30","83","11","1","1","2","0","1","3","1","1","0","1","0","0","1","0","0","","","","","",""
"区西北部","12","0","9","29","111","19","2","3","9","0","3","4","3","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","20","0","3","35","132","14","4","0","10","0","3","6","1","0","1","4","0","0","0","1","0","","","","","",""
"区東部","25","3","7","38","139","13","2","2","10","0","2","3","3","0","0","1","0","1","0","0","0","","","","","",""
"西多摩","1","0","1","12","17","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","4","13","106","205","20","13","6","12","1","4","6","2","3","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","8","0","2","15","39","5","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","25","0","4","34","82","13","7","0","12","0","2","4","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","5","0","19","27","55","7","1","1","12","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","165","9","87","462","1145","135","42","21","88","1","18","35","15","4","1","9","0","1","2","1","0","","","","","",""
