"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1〜4歳","0","0","0","0","0","0","0","3","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","2","0","3","0","0","2","0","0"
"20〜24歳","12","0","2","12","0","0","3","0","0"
"25〜29歳","24","7","10","13","0","0","2","0","0"
"30〜34歳","17","5","9","14","0","0","0","0","0"
"35〜39歳","15","13","14","14","0","0","0","0","0"
"40〜44歳","13","11","17","8","0","0","0","0","0"
"45〜49歳","11","10","7","5","0","0","3","0","0"
"50〜54歳","8","10","6","8","0","0","2","0","0"
"55〜59歳","3","9","2","3","0","0","0","0","0"
"60〜64歳","1","3","2","0","0","0","1","0","0"
"65〜69歳","4","0","0","0","0","0","0","0","0"
"70歳以上","0","3","1","0","0","0","33","5","0"
"合計","108","73","70","80","0","0","54","8","0"
