"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","57","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","4","3","0","2","2","2"
"中央区","17","1","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","54","9","0","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","18","3","9","6","0","1","1","1"
"新宿区","130","0","0","0","0","11","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","9","3","6","5","2","2","2","2"
"文京","59","5","0","0","1","11","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","9","3","3","3","1","1","1","1"
"台東","74","4","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","206","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","7","8","5","1","1","1","1"
"江東区","364","11","1","0","4","7","6","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","5","1","0","0","0"
"品川区","44","6","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","17","4","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"大田区","92","6","2","0","6","9","3","1","4","1","0","0","0","0","0","1","0","0","0","0","0","4","2","7","6","1","1","1","1"
"世田谷","113","13","2","3","2","8","2","0","2","1","0","0","0","0","0","1","0","0","1","0","0","36","10","17","9","2","2","2","2"
"渋谷区","11","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","4","3","2","0","1","1","1"
"中野区","274","15","0","0","9","14","1","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0"
"杉並","70","3","1","0","1","3","0","0","0","0","0","0","0","3","0","0","0","0","6","0","0","11","10","17","11","1","2","2","2"
"池袋","96","15","0","0","3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","1","1"
"北区","67","8","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","260","29","4","0","2","6","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","212","22","0","1","2","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","11","5","16","10","2","1","1","1"
"練馬区","44","1","1","0","23","3","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0"
"足立","248","39","2","4","4","23","0","0","2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","19","13","2","0","0","0"
"葛飾区","78","4","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","14","6","13","8","1","1","1","1"
"江戸川","249","33","0","2","2","15","0","0","7","0","0","0","0","1","0","10","0","0","0","0","0","0","0","13","8","2","0","0","0"
"八王子市","520","35","1","0","3","16","6","2","8","0","0","0","0","0","0","0","0","0","0","0","0","19","8","17","10","2","1","1","1"
"町田市","151","10","0","0","5","1","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","135","15","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","19","7","14","8","1","1","1","1"
"南多摩","282","19","1","0","2","9","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","0","0","0","0"
"多摩立川","131","8","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","2","21","14","2","1","1","1"
"多摩府中","118","14","0","0","4","1","2","0","4","0","0","0","0","0","0","0","0","1","6","0","0","47","12","33","21","3","3","3","3"
"多摩小平","195","24","1","1","3","5","2","1","4","0","0","0","0","0","0","0","0","0","3","0","0","33","17","13","6","1","2","2","2"
"島しょ","106","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","2","1","0","1","1","1"
"合計","4474","428","17","12","89","174","32","11","77","9","0","2","1","6","0","12","0","1","17","0","1","281","107","320","203","30","25","25","25"
