"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","0","0","6","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","",""
"中央区","1","0","0","1","15","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"みなと","4","1","3","12","62","7","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","12","5","0","0","30","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"文京","1","0","0","1","14","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","7","3","0","3","36","5","1","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","2","1","3","17","4","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"江東区","19","0","0","14","71","5","0","0","4","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"品川区","15","1","1","13","64","2","3","1","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","14","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","5","7","0","11","110","7","0","11","1","2","0","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","11","2","0","4","81","5","0","2","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","2","0","0","0","28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","0","0","3","81","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","1","0","7","75","3","0","1","1","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","12","0","0","0","32","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","0","1","4","35","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","16","1","0","3","31","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","0","0","1","27","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","","","","","",""
"練馬区","30","0","0","2","25","4","1","1","1","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","0","0","1","48","6","1","0","1","0","0","7","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","59","0","0","5","33","3","0","0","1","0","0","0","0","0","0","0","0","0","4","0","","","","","",""
"江戸川","26","1","14","44","79","3","2","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","4","1","12","27","86","5","2","0","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","16","1","0","20","112","10","3","2","7","0","1","7","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","1","0","2","20","6","1","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","11","4","1","10","34","10","1","1","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","0","0","1","25","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","18","1","0","8","56","6","3","0","2","1","0","1","0","0","0","0","0","0","2","0","","","","","",""
"多摩小平","14","8","0","15","92","2","0","0","2","0","1","4","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","339","42","33","215","1441","126","20","21","44","10","4","45","1","1","0","6","0","0","8","0","","","","","",""
