"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","38","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","4","18","0","2","0","8","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","11","64","4","9","1","11","0","6","0","1","4","2","0","1","0","0","0","0","2","0","0","1","9","6","0","1","1","0"
"新宿区","5","141","2","9","4","13","0","0","1","0","3","0","0","0","0","3","0","0","0","0","0","0","10","7","2","2","2","0"
"文京","13","90","0","1","2","6","3","5","1","0","5","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","18","54","0","1","4","14","0","6","0","2","3","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","22","234","0","3","4","2","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","1","8","5","1","1","1","0"
"江東区","13","163","3","4","3","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","8","71","0","3","11","8","0","5","0","1","3","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"目黒区","26","60","8","8","5","12","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","29","185","12","6","5","45","1","5","0","2","6","0","1","0","0","0","0","0","0","0","0","0","20","12","2","1","1","0"
"世田谷","38","276","16","23","11","34","7","6","0","2","16","1","0","2","0","5","0","0","0","0","0","0","23","14","2","2","2","0"
"渋谷区","6","67","2","1","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","4","0","1","1","0"
"中野区","11","182","0","2","11","50","1","4","0","4","3","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","12","138","0","4","7","12","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","16","10","1","2","2","0"
"池袋","1","76","0","0","0","1","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","11","122","2","2","7","6","1","12","0","4","6","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","9","96","0","0","3","6","0","1","0","4","5","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","9","135","4","6","14","11","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","12","164","0","4","7","12","0","2","1","0","11","0","2","0","0","0","0","0","0","0","0","0","15","9","2","0","0","0"
"足立","4","178","5","2","2","53","0","9","1","5","6","0","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","16","113","1","3","2","9","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","14","231","4","35","6","23","0","3","0","0","6","2","0","0","0","0","0","0","0","0","0","0","17","10","2","0","0","0"
"八王子市","17","259","9","9","10","49","1","6","0","2","9","0","1","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","5","149","0","2","10","32","1","6","0","7","3","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","12","107","0","1","2","7","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","13","144","4","7","5","36","0","3","0","4","3","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"多摩立川","2","148","2","0","16","24","3","4","0","1","8","0","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","17","331","5","4","14","49","1","11","2","5","10","1","1","0","0","2","1","0","0","0","0","1","33","21","3","3","3","0"
"多摩小平","15","289","6","3","38","47","0","4","0","1","7","0","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","80","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","375","4403","90","154","205","614","23","113","6","49","136","7","6","4","0","14","1","0","2","0","0","3","401","250","38","25","25","0"
