"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","66","0","4","0","4","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","39","48","0","1","4","16","0","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","58","115","4","9","8","10","0","7","0","7","1","0","0","0","0","0","0","0","0","0","0","2","9","6","0","1","1","0"
"新宿区","47","161","2","8","4","17","0","0","1","1","1","0","0","0","0","2","0","0","0","0","0","1","11","7","2","2","2","0"
"文京","62","127","1","7","7","5","0","14","0","0","2","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","37","73","1","0","4","20","1","18","0","2","4","2","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","59","216","0","3","6","10","0","4","0","1","2","0","1","0","0","0","0","0","0","0","1","0","8","5","1","1","1","0"
"江東区","120","195","5","21","15","38","1","11","0","1","4","0","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","48","118","0","9","15","20","1","3","0","1","5","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","32","101","1","5","9","15","1","12","0","1","4","0","0","0","0","1","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","120","244","7","19","16","66","1","17","0","6","6","0","0","0","0","0","0","0","0","0","0","1","21","13","2","1","1","0"
"世田谷","126","391","7","69","41","52","1","12","0","2","22","3","1","0","0","6","1","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","29","94","0","4","2","8","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","106","205","0","7","14","35","0","9","0","1","0","0","0","1","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","132","224","0","4","12","23","4","5","0","3","0","0","0","0","0","1","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","60","153","0","1","2","8","3","5","0","0","5","0","0","0","0","2","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","72","195","0","2","14","20","2","12","0","2","5","0","0","0","1","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","75","156","0","3","8","24","2","9","0","1","0","0","0","2","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","89","216","4","7","10","30","1","7","1","1","2","0","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","108","367","1","8","25","43","1","18","1","5","23","0","1","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","50","330","4","5","4","40","1","4","0","6","7","0","0","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","65","196","0","13","4","31","0","8","0","1","6","1","0","0","0","2","0","0","0","0","0","1","13","8","1","1","1","0"
"江戸川","80","374","1","31","33","50","1","29","0","2","2","0","0","1","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","172","394","1","11","23","86","1","17","0","5","18","1","1","0","0","7","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","34","183","0","7","7","45","1","8","1","0","2","3","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","28","176","0","1","5","16","0","15","0","2","2","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","65","189","0","11","10","16","4","4","0","3","5","1","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","110","317","0","3","18","38","0","31","0","2","13","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","217","715","7","15","77","77","1","25","0","9","8","2","9","1","0","0","0","0","0","0","0","3","33","21","3","3","3","0"
"多摩小平","232","443","9","14","44","101","1","19","0","14","16","0","0","0","0","1","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","1","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2481","6824","55","302","441","964","29","338","4","80","166","13","15","5","1","34","1","0","0","0","1","10","417","262","39","25","25","0"
