"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","47","1","7","4","59","10","1","1","3","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"区南部","70","2","2","8","47","10","2","4","4","1","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","68","0","1","13","61","6","0","2","5","0","0","2","1","0","0","2","0","0","0","0","","","","","",""
"区西部","106","0","0","6","67","1","0","0","2","0","1","1","0","0","0","1","0","0","3","0","","","","","",""
"区西北部","115","0","0","7","52","8","0","0","5","0","0","2","1","0","1","1","0","0","0","0","","","","","",""
"区東北部","70","0","0","13","29","14","0","1","2","0","0","4","0","0","1","2","0","0","2","0","","","","","",""
"区東部","103","2","1","26","69","5","0","1","5","1","0","4","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","88","0","0","1","8","4","0","0","1","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","150","2","2","29","54","17","1","1","11","1","0","5","3","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","55","0","0","4","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","82","0","1","3","18","1","0","0","6","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","131","1","2","8","37","5","1","0","2","0","1","4","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1093","8","16","122","515","87","5","10","46","3","2","30","6","1","2","11","0","0","5","0","","","","","",""
