"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","1","4","38","96","2","1","2","11","0","2","0","0","0","1","0","0","1","0","0","0","","","","","",""
"区南部","15","5","7","38","77","2","1","0","10","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","14","4","6","40","91","3","4","3","2","0","1","1","0","0","1","1","0","0","0","0","1","","","","","",""
"区西部","19","3","9","42","53","3","0","1","10","0","3","2","0","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","15","2","4","59","78","2","0","8","13","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","9","6","3","39","115","1","1","6","19","0","0","0","0","0","3","0","0","0","0","2","0","","","","","",""
"区東部","6","8","3","33","111","4","3","2","6","0","1","2","0","0","1","0","0","0","0","1","0","","","","","",""
"西多摩","4","0","2","16","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","21","3","4","71","126","3","1","7","10","1","3","0","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","2","1","19","39","6","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","9","1","2","56","61","2","0","4","6","1","4","1","0","0","0","0","0","0","0","1","0","","","","","",""
"北多摩北部","20","2","7","54","53","3","1","7","2","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","150","37","52","505","919","33","12","41","92","3","17","6","3","0","7","1","0","1","0","4","2","","","","","",""
