"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","1","0"
"1〜4歳","0","0","0","0","0","0","8","1","0"
"5〜9歳","0","0","0","0","0","0","4","0","0"
"10〜14歳","0","0","0","0","0","0","8","0","0"
"15〜19歳","2","0","1","4","0","0","0","0","0"
"20〜24歳","31","2","7","20","0","0","0","0","0"
"25〜29歳","27","10","16","13","0","0","0","0","0"
"30〜34歳","23","7","23","5","0","0","0","0","0"
"35〜39歳","23","10","16","10","0","0","0","0","0"
"40〜44歳","15","4","13","9","0","0","2","0","0"
"45〜49歳","8","6","14","5","0","0","0","0","0"
"50〜54歳","11","4","9","2","0","0","0","0","0"
"55〜59歳","5","2","7","2","0","0","2","0","0"
"60〜64歳","2","1","2","0","0","0","1","0","0"
"65〜69歳","3","2","2","0","0","0","6","0","0"
"70歳以上","0","2","2","0","0","0","19","1","0"
"合計","150","50","112","70","0","0","58","3","0"
