"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","39","38","1","6","15","0","2","5","0","",""
"区南部","2","0","0","0","0","0","3","0","0","",""
"区西南部","0","0","0","0","0","0","5","0","0","",""
"区西部","15","8","5","3","1","0","14","1","1","",""
"区西北部","12","5","2","1","3","0","8","2","0","",""
"区東北部","3","1","1","0","0","0","1","0","0","",""
"区東部","4","3","1","2","0","0","1","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","9","3","0","0","0","0","2","0","0","",""
"北多摩西部","11","1","1","4","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","96","59","11","16","19","0","36","11","1","",""
