"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","48","28","1","8","15","1","3","2","0","",""
"区南部","1","0","0","0","0","0","0","0","0","",""
"区西南部","2","1","0","0","0","0","12","7","0","",""
"区西部","8","11","7","5","0","1","17","4","2","",""
"区西北部","11","3","4","0","0","0","11","1","0","",""
"区東北部","3","4","1","0","0","0","3","0","0","",""
"区東部","3","4","0","2","2","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","2","0","2","5","0","4","1","0","",""
"北多摩西部","5","2","0","4","0","0","0","0","0","",""
"北多摩南部","2","3","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","96","58","13","22","22","2","53","16","2","",""
