"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","35","0","3","1","7","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"みなと","68","3","1","2","32","2","0","0","2","0","0","0","0","1","0","0","0","0","1","0","1","","","","","",""
"新宿区","100","7","0","8","18","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","","","","","",""
"文京","47","1","1","3","5","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","","","","","",""
"台東","47","0","0","3","29","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","75","0","0","9","7","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","200","1","1","13","68","5","1","1","2","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","85","1","1","8","35","7","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","38","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","249","2","5","18","79","8","0","1","4","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","383","2","1","20","69","14","0","0","1","0","0","0","0","0","0","0","0","0","1","0","3","","","","","",""
"渋谷区","35","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"中野区","122","1","0","2","45","9","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","","","","","",""
"杉並","161","0","0","3","42","2","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","58","0","0","0","15","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","121","0","0","4","13","0","0","1","2","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","87","1","3","5","17","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","119","0","0","0","18","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","301","0","1","12","75","8","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","311","1","0","11","64","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","203","0","0","9","35","1","0","1","1","0","0","0","0","0","0","0","0","0","8","0","2","","","","","",""
"江戸川","225","0","2","12","54","6","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","328","1","3","32","60","9","0","2","4","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","194","0","0","21","47","7","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","180","0","0","5","20","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","254","2","0","6","31","12","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","338","4","1","18","41","5","0","0","4","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","545","0","0","16","67","11","0","2","3","0","0","0","0","0","0","0","0","2","0","0","5","","","","","",""
"多摩小平","437","1","2","19","63","12","0","0","6","1","0","0","1","0","0","0","0","0","2","0","3","","","","","",""
"島しょ","48","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5412","28","25","265","1076","139","1","12","56","3","3","12","8","1","0","9","0","2","15","0","26","","","","","",""
