"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","2","0","1","15","0","8","0","20","0","10","0","5","0","0","0","0","0","0","0"
"1歳","10","4","3","2","27","4","21","0","12","0","24","3","4","0","0","0","0","0","0","0"
"2歳","10","2","1","4","17","8","20","2","6","0","20","7","2","0","0","0","0","0","0","0"
"3歳","12","0","1","2","12","4","15","6","1","0","11","13","1","0","0","0","0","0","0","0"
"4歳","12","0","1","4","9","4","6","3","0","0","6","8","0","0","0","1","0","0","0","0"
"5歳","19","0","1","6","13","5","4","2","0","0","2","11","0","0","0","0","0","0","0","0"
"6歳","20","0","1","7","9","3","1","3","0","0","5","8","0","0","0","0","0","1","1","0"
"7歳","15","0","0","3","6","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0"
"8歳","12","0","0","3","7","1","0","2","0","0","0","4","0","0","0","1","0","0","0","0"
"9歳","14","0","0","4","6","0","0","0","0","0","1","1","1","0","0","0","0","0","2","0"
"10〜14歳","67","0","0","1","20","0","1","0","0","0","1","4","0","0","0","0","0","0","1","0"
"15〜19歳","50","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"20〜29歳","69","0","0","2","33","0","1","0","0","1","2","1","0","0","0","2","0","0","0","0"
"30〜39歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","367","9","8","39","178","29","78","19","40","1","84","63","13","0","0","8","0","1","5","0"
