"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","6","0"
"1〜4歳","0","0","0","0","0","0","2","20","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","3","0","0","5","0","0","0","0","0"
"20〜24歳","10","1","5","12","0","0","2","0","0"
"25〜29歳","15","3","3","19","0","1","1","1","0"
"30〜34歳","18","6","5","11","1","0","2","1","0"
"35〜39歳","8","2","2","14","0","0","2","0","1"
"40〜44歳","11","4","0","8","0","0","3","0","0"
"45〜49歳","2","3","2","4","0","1","1","0","1"
"50〜54歳","3","1","1","0","0","0","6","0","1"
"55〜59歳","2","1","1","1","0","0","4","0","0"
"60〜64歳","0","1","0","0","0","0","9","0","0"
"65〜69歳","0","0","0","0","0","0","6","1","1"
"70歳以上","0","0","0","0","0","0","45","7","3"
"合計","72","22","19","74","1","2","84","39","7"
