"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","1","0"
"1〜4歳","0","1","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","3","1","0"
"15〜19歳","3","0","0","1","0","0","2","0","0"
"20〜24歳","14","6","11","19","0","0","0","0","1"
"25〜29歳","27","9","11","13","0","0","1","0","0"
"30〜34歳","33","6","15","20","0","0","0","0","0"
"35〜39歳","28","14","12","10","0","0","1","0","0"
"40〜44歳","13","9","13","12","0","0","0","0","0"
"45〜49歳","19","13","12","12","0","0","1","1","1"
"50〜54歳","14","10","7","6","0","0","0","0","0"
"55〜59歳","3","3","3","2","0","0","1","0","0"
"60〜64歳","1","5","3","0","0","0","2","0","0"
"65〜69歳","1","1","0","1","0","0","7","1","0"
"70歳以上","0","1","0","0","0","0","24","1","0"
"合計","156","78","87","96","0","0","58","6","2"
