"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","21","0","1","8","35","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","36","3","8","11","56","6","1","1","3","1","0","1","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","20","2","0","23","56","1","0","0","1","0","0","0","0","0","0","1","0","0","3","0","1","12","8","1","2","2","0"
"文京","14","0","0","3","35","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","15","0","1","17","62","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","18","4","2","9","31","1","0","1","7","0","0","0","0","0","0","2","0","0","0","0","0","8","5","1","1","1","0"
"江東区","47","8","0","15","202","9","1","2","7","0","0","4","1","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","9","0","0","11","101","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","9","1","0","2","42","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","73","6","15","52","248","13","0","0","11","1","2","6","5","1","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","85","3","5","39","217","12","0","0","8","0","0","1","0","0","0","0","0","0","0","0","1","25","16","2","2","2","0"
"渋谷区","6","0","0","2","35","0","1","0","2","0","0","1","0","0","0","0","0","0","1","0","2","7","4","1","1","1","0"
"中野区","36","0","0","5","78","2","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","58","0","1","30","130","2","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","15","0","0","1","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","15","0","0","8","58","8","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","53","0","1","9","68","11","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","28","0","0","6","62","7","0","2","6","0","0","1","1","0","0","0","0","0","1","0","0","16","10","2","1","1","0"
"練馬区","46","0","2","33","164","14","1","0","7","0","1","1","0","2","0","2","0","0","0","0","0","21","13","2","0","0","0"
"足立","66","2","2","34","195","12","0","4","6","0","0","2","1","0","0","2","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","63","0","3","3","103","10","0","0","6","0","0","0","0","0","0","1","0","0","15","0","4","13","8","1","1","1","0"
"江戸川","30","1","1","22","168","3","0","2","16","0","0","3","0","0","0","1","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","92","6","7","49","262","8","1","3","6","0","0","6","1","1","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","44","1","0","25","172","10","0","1","4","0","0","3","2","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","57","0","2","8","69","9","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","25","0","0","19","137","11","3","0","7","0","0","3","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","71","2","1","38","172","7","0","1","6","0","0","4","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","123","1","1","43","280","21","0","1","12","1","0","0","1","0","0","2","0","0","5","0","1","32","20","3","3","3","0"
"多摩小平","72","3","1","58","227","25","2","2","12","0","1","3","2","0","0","2","0","0","2","0","0","22","14","2","2","2","0"
"島しょ","22","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1284","43","55","585","3487","212","11","24","158","4","5","42","14","4","0","14","0","0","27","0","9","417","262","38","25","25","0"
