"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","0","1","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","10","6","1","2","30","6","0","0","28","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","32","13","5","6","142","9","2","0","30","0","0","0","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","37","6","5","5","136","18","2","0","7","0","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","50","2","5","23","112","10","3","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","61","1","7","48","102","15","0","3","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1"
"5歳","41","1","3","50","96","14","0","1","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","51","0","3","37","93","2","1","2","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","39","0","1","24","75","2","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","39","0","0","26","71","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1"
"9歳","37","0","1","18","51","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","133","0","0","25","109","3","0","1","0","0","0","3","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"15〜19歳","41","0","0","3","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","69","0","2","15","234","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","100","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"合計","931","33","33","283","1291","85","8","10","67","0","5","21","12","4","1","8","1","1","6","1","6","0","0","2","1","1","4","2"
