"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1〜4歳","0","0","0","0","0","0","1","3","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","7","2","5","3","0","0","0","1","0"
"20〜24歳","54","7","22","25","0","0","2","0","0"
"25〜29歳","43","4","33","19","0","0","0","0","0"
"30〜34歳","42","5","40","15","1","0","2","0","1"
"35〜39歳","33","5","28","18","0","0","0","0","0"
"40〜44歳","16","4","27","5","0","0","1","0","0"
"45〜49歳","20","7","20","8","0","0","3","0","0"
"50〜54歳","9","2","8","2","1","0","2","1","0"
"55〜59歳","5","3","5","1","0","0","5","0","0"
"60〜64歳","0","2","2","1","0","0","2","0","0"
"65〜69歳","0","1","3","0","0","0","2","1","0"
"70歳以上","1","0","1","0","0","0","37","1","0"
"合計","230","42","194","97","2","0","68","8","1"
