"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","29","60","3","12","3","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","55","36","0","2","2","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","74","97","2","19","12","11","1","8","0","1","5","0","0","0","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","103","128","5","21","5","15","0","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","11","7","2","2","2","0"
"文京","128","81","0","13","5","4","1","0","0","3","1","0","2","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","80","81","0","7","10","21","0","23","0","3","3","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","91","173","0","3","4","10","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","220","175","2","18","8","39","1","11","0","2","4","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","64","100","0","10","24","21","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","80","104","3","17","9","9","0","12","0","0","2","0","0","0","0","1","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","218","270","1","29","18","94","1","22","1","5","3","1","0","0","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","339","440","5","62","28","55","6","32","0","5","19","2","1","0","0","8","0","0","0","0","0","3","25","16","2","2","2","0"
"渋谷区","52","77","0","0","4","13","0","3","0","1","1","0","0","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","203","220","1","4","29","33","2","3","0","4","1","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","222","281","3","16","10","39","1","8","0","5","2","0","0","1","0","1","0","0","0","0","0","2","17","11","1","2","2","0"
"池袋","94","135","1","6","0","4","0","4","0","0","7","0","0","0","0","1","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","105","237","1","3","9","17","4","22","0","4","1","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","114","153","1","3","7","23","0","16","0","3","5","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","131","230","1","6","8","33","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","223","357","2","16","27","47","0","25","2","6","20","0","1","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","134","294","1","8","5","59","0","18","0","7","5","1","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","129","220","0","9","1","23","0","18","0","0","6","0","0","0","0","2","0","0","0","0","0","1","13","8","1","1","1","0"
"江戸川","218","332","0","45","35","37","2","25","0","4","8","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","300","369","2","24","25","90","0","28","0","4","11","0","2","0","0","11","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","76","201","0","5","12","50","1","38","0","3","12","2","1","0","0","1","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","70","162","0","12","1","10","0","24","0","1","2","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","152","202","0","17","3","22","0","5","0","4","5","1","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","179","305","0","1","28","33","0","30","0","0","8","0","1","0","0","2","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","518","693","2","24","84","74","2","34","9","8","10","3","3","0","0","3","0","0","0","0","0","3","33","21","3","3","3","0"
"多摩小平","339","450","5","14","46","92","0","29","0","14","13","1","0","1","0","0","0","0","0","0","0","3","22","14","2","2","2","0"
"島しょ","2","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4742","6688","41","426","462","990","22","469","13","90","156","13","12","2","0","38","0","0","1","0","0","13","417","262","39","25","25","0"
