"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","16","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","33","0","2","3","8","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","57","3","2","6","23","3","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","86","2","1","11","13","2","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","","","","","",""
"文京","39","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"台東","28","0","1","2","38","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","60","1","0","11","22","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","","","","","",""
"江東区","185","1","0","14","75","6","0","1","3","0","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"品川区","80","0","0","2","40","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","20","1","0","3","9","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","247","4","3","20","87","4","0","0","4","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","328","1","1","50","87","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"渋谷区","26","0","0","0","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中野区","56","0","0","0","36","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","171","0","0","6","41","4","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","","","","","",""
"池袋","37","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","107","1","0","5","11","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","74","1","1","8","20","1","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","95","0","3","3","16","4","1","0","4","0","0","1","2","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","231","2","0","9","64","8","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","209","0","0","10","102","6","0","2","1","0","1","0","1","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","157","0","1","11","36","17","0","0","3","0","0","2","0","0","0","2","0","0","6","0","2","","","","","",""
"江戸川","151","0","0","18","52","7","1","0","3","0","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","344","1","4","33","50","13","0","1","4","0","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","176","2","0","32","58","4","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","183","0","0","11","19","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","225","1","0","5","31","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","309","4","0","20","68","11","0","1","3","0","0","1","0","1","0","0","0","0","0","0","2","","","","","",""
"多摩府中","488","1","1","27","85","11","0","4","9","0","0","1","1","0","0","0","2","1","0","0","2","","","","","",""
"多摩小平","448","0","2","18","85","21","0","0","4","0","0","0","1","0","0","1","0","0","2","0","0","","","","","",""
"島しょ","20","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4686","26","22","339","1205","156","2","17","63","1","2","28","14","2","0","7","2","1","10","0","19","","","","","",""
