"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","4","0"
"1〜4歳","0","0","0","0","0","0","3","7","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","1","0","0","0","0","0","0"
"15〜19歳","11","1","0","1","0","0","0","0","0"
"20〜24歳","37","8","9","8","4","0","1","0","0"
"25〜29歳","26","5","2","2","1","0","0","0","0"
"30〜34歳","12","3","2","2","4","1","1","0","0"
"35〜39歳","8","4","0","1","1","0","0","1","0"
"40〜44歳","4","1","2","1","1","0","0","0","0"
"45〜49歳","1","0","0","0","1","0","1","1","0"
"50〜54歳","0","0","0","0","0","0","0","0","0"
"55〜59歳","0","0","0","0","0","0","2","1","0"
"60〜64歳","0","2","0","0","2","0","2","1","1"
"65〜69歳","0","1","0","0","0","0","3","0","0"
"70歳以上","0","1","0","0","0","0","32","3","0"
"合計","99","26","16","15","14","1","49","18","1"
