"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","4","0"
"1〜4歳","0","0","0","0","0","0","3","11","0"
"5〜9歳","0","0","0","0","0","0","0","3","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","1","1","2","2","0","0","0","0","0"
"20〜24歳","15","2","3","10","0","0","0","0","0"
"25〜29歳","20","6","8","20","0","1","0","1","0"
"30〜34歳","16","10","6","12","0","0","3","0","0"
"35〜39歳","15","2","7","12","0","2","1","0","0"
"40〜44歳","17","10","8","15","0","4","1","0","0"
"45〜49歳","6","6","6","6","0","0","1","1","0"
"50〜54歳","5","6","3","3","0","2","1","0","0"
"55〜59歳","3","3","0","1","0","0","6","1","0"
"60〜64歳","1","2","2","0","0","0","12","0","0"
"65〜69歳","0","2","2","0","0","0","8","0","0"
"70歳以上","0","2","0","0","0","0","24","1","0"
"合計","99","52","47","81","0","9","64","23","0"
