"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","10","0"
"1〜4歳","0","0","0","0","0","0","1","15","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","2","0","0","3","0","0","0","1","0"
"20〜24歳","8","2","4","7","0","2","0","0","0"
"25〜29歳","17","4","5","17","0","2","2","0","0"
"30〜34歳","11","4","3","17","0","2","1","0","0"
"35〜39歳","14","5","3","9","0","1","2","1","0"
"40〜44歳","10","4","3","9","0","0","2","1","0"
"45〜49歳","10","7","2","5","0","1","3","0","0"
"50〜54歳","4","3","0","1","0","0","2","0","0"
"55〜59歳","3","3","1","1","0","0","2","0","0"
"60〜64歳","2","2","0","0","0","1","1","2","0"
"65〜69歳","1","0","0","1","0","0","6","0","0"
"70歳以上","1","0","0","1","0","0","37","4","2"
"合計","83","34","21","71","0","9","71","37","2"
