"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","281","0","3","6","29","21","0","1","2","0","0","0","0","5","0","0","0","3","0","0","0","0","0","","","","","",""
"区南部","256","0","1","3","67","6","4","0","3","0","0","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","243","0","1","2","50","9","2","3","3","0","0","0","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","455","1","0","7","75","12","0","3","2","0","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","423","0","0","10","43","22","0","3","7","0","0","0","0","7","0","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","277","0","0","7","27","9","1","1","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","329","0","1","3","25","13","0","1","5","0","0","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","254","0","0","1","13","1","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","290","0","0","2","44","2","1","1","1","0","0","0","0","9","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","121","0","0","2","12","2","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","211","0","0","2","24","3","0","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","274","0","1","6","43","12","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3428","1","7","51","452","112","8","24","30","0","0","0","1","52","4","0","0","4","0","0","1","0","0","","","","","",""
