"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","11","7","0","0","4","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","35","17","2","1","19","0","5","0","3","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","5","42","16","15","5","63","1","19","0","10","35","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","6","24","12","13","4","45","0","15","0","1","25","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","22","4","16","7","42","1","10","0","1","32","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","12","29","0","11","18","32","1","4","0","1","24","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","18","24","1","11","23","28","3","4","0","0","19","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"6歳","23","20","1","9","28","33","1","5","0","0","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","21","27","0","2","15","23","2","2","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","13","29","0","2","15","23","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","11","25","0","1","10","9","0","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","33","145","1","0","11","27","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","12","114","0","0","2","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","18","263","1","0","1","18","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","249","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","16","247","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","266","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","213","1901","60","82","140","370","11","69","0","17","169","9","9","1","0","12","0","0","0","0","0","3","1","0","0","0","0","2","0"
