"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","5","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","15","0","0","0","23","3","0","0","15","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"1歳","43","0","0","2","51","15","2","0","11","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"2歳","39","0","0","1","48","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","65","0","1","3","28","6","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"4歳","88","0","2","3","51","5","3","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"5歳","78","0","2","4","50","6","0","1","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"6歳","77","0","0","4","28","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"7歳","67","0","0","3","26","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","49","0","0","1","18","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","52","0","0","3","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"10〜14歳","113","0","0","6","42","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","42","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","49","0","0","3","92","1","0","0","0","0","0","1","0","2","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40〜49歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","918","0","5","33","493","51","6","6","28","1","0","1","2","10","2","2","0","13","0","0","0","2","0","1"
