"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","0","13","31","44","4","11","5","6","2","2","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","13","32","69","3","20","2","14","0","7","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","3","2","3","49","55","5","27","3","8","0","2","2","1","1","0","4","0","0","0","0","0","0","","","","","",""
"区西部","1","3","5","25","67","5","11","8","6","0","3","1","1","1","0","2","1","0","1","0","0","0","","","","","",""
"区西北部","1","1","4","40","74","7","23","21","12","0","7","8","1","0","1","1","0","0","1","0","0","0","","","","","",""
"区東北部","2","0","13","60","99","6","4","21","12","0","3","2","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区東部","5","1","9","32","107","5","11","9","8","1","7","4","1","0","0","1","1","0","0","0","0","1","","","","","",""
"西多摩","1","0","3","3","28","1","5","3","4","0","2","3","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","1","1","12","81","135","13","14","20","7","1","2","3","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","2","27","44","3","5","6","7","1","1","3","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","0","9","39","76","7","10","19","20","1","4","4","1","0","0","1","0","0","0","0","2","0","","","","","",""
"北多摩北部","0","1","11","56","51","12","7","10","4","0","1","3","2","0","0","2","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","23","9","97","475","849","71","148","127","108","6","41","36","12","5","1","13","2","0","5","0","2","1","","","","","",""
