"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","12","9","4","1","0","0","5","0","0","0","",""
"区南部","9","0","0","0","0","0","0","0","0","0","",""
"区西南部","5","5","1","0","1","0","0","1","0","0","",""
"区西部","10","7","11","2","3","0","5","3","0","0","",""
"区西北部","11","7","1","5","2","0","8","2","0","0","",""
"区東北部","4","1","2","1","0","0","5","0","0","0","",""
"区東部","7","3","3","3","0","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","3","0","0","0","0","0","0","0","0","",""
"北多摩西部","12","0","0","1","1","0","0","0","0","0","",""
"北多摩南部","0","0","2","0","1","0","10","4","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","85","35","24","13","8","0","34","13","0","0","",""
