"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","39","2","0","13","110","7","1","0","2","0","0","1","0","0","1","0","0","2","0","0","1","0","0","","","","","",""
"区南部","54","16","5","11","99","11","1","2","9","0","0","1","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","33","1","1","2","104","5","4","0","1","0","1","1","0","3","0","0","1","1","1","0","0","0","0","","","","","",""
"区西部","39","3","2","6","167","10","2","1","2","0","0","0","0","1","1","0","1","1","0","0","3","0","0","","","","","",""
"区西北部","40","0","0","11","52","11","1","2","4","2","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","15","0","2","19","84","17","1","0","5","0","0","1","0","0","1","0","1","1","0","0","3","0","0","","","","","",""
"区東部","39","10","2","16","160","7","3","2","8","0","0","1","0","5","0","1","0","1","0","0","0","0","0","","","","","",""
"西多摩","2","1","0","4","24","1","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","44","2","1","75","89","11","6","4","7","1","0","1","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","9","0","0","1","21","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","2","0","6","53","8","2","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","12","12","1","10","77","7","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","333","49","14","174","1040","96","24","14","42","3","1","7","1","23","5","1","3","8","1","0","7","0","0","","","","","",""
