"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","9","1","0","2","5","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","14","11","4","0","29","9","1","0","8","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","34","13","8","4","87","21","8","1","12","0","1","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"2歳","33","4","5","2","68","37","3","1","0","0","0","1","0","0","0","0","0","0","1","0","2","0","0","1","0","0","1","1"
"3歳","40","4","1","11","37","34","3","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1"
"4歳","33","2","5","11","55","35","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","31","1","3","22","36","24","0","1","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","31","0","4","10","35","20","1","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","26","0","2","17","34","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","17","0","1","4","28","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","26","0","0","4","30","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","92","0","1","12","110","6","0","0","0","0","0","2","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"15〜19歳","68","0","0","2","30","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","176","0","1","12","148","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"70〜79歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","2","0","0","2","2"
"80歳以上","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","2","1","1","0","0","7","1"
"合計","1127","44","36","111","729","210","17","5","20","1","2","19","5","2","0","5","2","1","11","0","21","4","2","5","0","1","14","5"
