"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","0","0","6","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","2","0","28","7","0","0","21","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"1歳","6","1","6","2","54","10","0","0","19","0","0","0","0","2","3","1","0","0","0","0","0","0","0"
"2歳","4","0","2","5","38","12","0","1","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"3歳","6","0","5","9","43","15","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0"
"4歳","4","0","3","14","39","20","0","4","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0"
"5歳","9","0","2","11","20","12","1","9","0","0","0","2","0","7","0","0","0","0","0","0","0","0","0"
"6歳","7","0","4","11","23","7","0","5","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"7歳","3","0","1","9","17","2","0","4","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","7","0","1","6","11","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","2","11","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","15","0","2","9","10","2","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","0","22","95","2","0","2","0","0","0","0","0","2","1","0","0","2","0","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"合計","85","2","28","100","399","95","1","27","42","0","1","5","0","43","7","1","0","3","0","0","1","0","0"
