"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","28","0","0","9","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","42","3","1","49","2","31","0","16","20","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","63","6","10","86","1","86","7","36","29","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","25","7","14","53","1","54","17","4","12","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","3","9","3","13","51","2","36","20","4","15","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","3","7","1","34","52","1","22","34","2","6","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","0","4","40","52","0","16","38","1","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","3","1","2","35","48","5","8","18","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","6","1","0","30","26","1","4","12","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","2","0","0","13","20","1","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","12","28","2","3","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","6","0","1","22","55","3","4","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","13","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","2","6","42","0","5","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","44","176","29","232","584","20","273","174","63","96","14","19","1","0","13","0","0","2","0","0","1","0","0","0","0","0","1","0"
