"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","9","3","4","7","0","0","2","0","1","0","2","2"
"中央区","14","3","0","3","1","0","0","0","0","0","3","0"
"みなと","12","32","8","10","1","0","4","0","0","0","2","1"
"新宿区","37","15","31","43","5","11","16","6","0","0","7","2"
"文京","3","3","0","6","0","0","6","5","1","0","1","1"
"台東","5","2","0","1","0","0","0","0","0","0","2","0"
"墨田区","3","0","2","2","1","0","6","4","0","0","2","1"
"江東区","12","9","3","0","8","0","0","0","0","0","2","0"
"品川区","8","6","3","5","0","1","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","1","0","0","0","4","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","0","0","0","0","2"
"渋谷区","14","8","5","9","0","1","0","0","0","0","5","1"
"中野区","5","1","1","1","1","0","0","0","0","0","2","1"
"杉並","1","0","1","0","0","0","3","0","0","0","2","1"
"池袋","18","6","11","9","0","1","4","7","0","0","3","1"
"北区","0","0","3","0","0","0","0","0","0","0","1","0"
"荒川区","3","1","1","0","1","0","0","0","0","0","1","0"
"板橋区","5","1","0","4","0","0","2","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","1","0","1","5","0","1","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","9","8","0","0","0","1"
"江戸川","4","1","1","1","1","0","0","0","0","0","2","0"
"八王子市","5","1","0","1","1","0","1","0","0","0","4","1"
"町田市","2","2","1","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","8","1","1","3","3","0","0","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","30","19","1","0","3","3"
"多摩小平","1","0","0","0","0","0","3","6","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","178","95","78","110","24","15","94","55","3","0","55","25"
